"","iliad.txt","odyssey.txt"
"creature,",0,3
"creatures",0,3
"creatures,",0,1
"creatures.",0,1
"creditable",0,2
"creon,",0,1
"crept",0,3
"cretan;",0,1
"cretans",0,1
"cretans,",0,2
"cretheus",0,1
"cretheus,",0,1
"crew.'",0,1
"crews",0,3
"crews,",0,1
"criers",0,1
"crimes.""",0,1
"cripple--but",0,1
"cronides,",0,1
"crook-taloned",0,1
"crop",0,1
"cross-gartered",0,1
"cross.",0,1
"crossbeams,",0,1
"crosspiece",0,1
"crosspiece,",0,1
"crouched",0,1
"crouching",0,2
"crouni",0,1
"crowded.",0,1
"crowned",0,1
"crowning",0,2
"crows",0,1
"cruel,",0,2
"cruel;",0,1
"crunch",0,1
"crunching",0,1
"cruse",0,2
"crushed",0,2
"crying,",0,5
"crying.",0,3
"crying.""",0,1
"crying;",0,1
"ctesippus",0,2
"ctesippus,",0,2
"ctesius",0,1
"ctimene",0,1
"ctimene,",0,1
"cudgel",0,1
"cunning.",0,1
"cunningly",0,2
"cup-bearer",0,1
"cup.",0,3
"cup.""",0,1
"cupbearer",0,4
"cups",0,8
"cups,",0,2
"cur,",0,1
"curdled",0,1
"curiosity",0,1
"curls",0,2
"curly",0,1
"currency",0,1
"current,",0,1
"curvetted",0,1
"cusumano--the",0,1
"cusumano.",0,1
"cutting",0,4
"cyclopes",0,12
"cyclopes,",0,2
"cyclopes.",0,4
"cyclops",0,10
"cyclops'",0,2
"cyclops,",0,1
"cyclops,'",0,1
"cyclops.",0,1
"cydonians",0,1
"cyllene",0,1
"cypress-wood",0,1
"cypria",0,1
"cyprus",0,2
"cyprus,",0,2
"cyprus.",0,1
"cythera.",0,1
"dactylic",0,1
"dactylism,",0,1
"dainty",0,1
"dairy,",0,1
"dam,",0,1
"damage;",0,1
"damages.""",0,1
"damask.",0,1
"damastor",0,2
"damastor,",0,1
"danaans",0,8
"danaans,",0,2
"dancers,",0,1
"dancers.",0,1
"dancing,",0,6
"dancing;",0,1
"danger--even",0,1
"dangerously",0,1
"dardanelles",0,1
"dares.",0,1
"dark.",0,1
"dark;",0,1
"darkness?",0,1
"dash",0,3
"dashed",0,4
"daughter,""",0,1
"daughter?",0,1
"dawdle",0,1
"dawn.",0,1
"day--guests",0,1
"day-break",0,1
"daybreak",0,4
"daybreak,",0,2
"daybreak.",0,3
"daylight,",0,2
"deal,""",0,1
"deal.""",0,1
"dear,""",0,3
"dears,",0,2
"dearth",0,1
"death,'",0,1
"death--who",0,1
"death.'",0,1
"deathlike",0,1
"debts",0,1
"deceive",0,6
"deceiving",0,2
"december,",0,1
"decency:",0,1
"decently?",0,1
"decides",0,1
"decision",0,1
"declared--i",0,1
"dedicated",0,1
"deeds!",0,1
"deems",0,1
"deficient",0,1
"dei",0,2
"deiphobus.",0,1
"delay.""",0,1
"delayed;",0,1
"delectable",0,3
"deliberately",0,1
"deliver",0,2
"dell.",0,2
"dell:",0,1
"delos",0,1
"demodocus's",0,2
"demodocus,",0,5
"demodocus.",0,1
"demonstrably",0,2
"demoptolemus,",0,2
"dense",0,2
"departed",0,2
"departed.",0,1
"departed.""",0,1
"departing",0,1
"depreciate",0,1
"depth,",0,1
"descent,",0,1
"deserve.",0,1
"desire--husband,",0,1
"desire.",0,1
"despairingly",0,1
"despairingly.",0,1
"desperately",0,1
"destiny,",0,1
"destroyed,",0,1
"destruction,",0,6
"destruction--come",0,1
"destruction:",0,1
"detaining",0,2
"determine.",0,1
"detest,",0,1
"device",0,1
"devices,",0,2
"devil",0,1
"devil,'",0,1
"devised",0,1
"devour",0,3
"devoured",0,1
"diana,",0,3
"diana--the",0,1
"dictionary",0,1
"did.",0,8
"did.""",0,1
"did;",0,2
"didyme,",0,1
"diffali",0,1
"different,",0,1
"differently",0,1
"difficult,",0,1
"difficulties.",0,1
"difficulties;",0,1
"difficulty.",0,1
"difficulty;",0,1
"diffidence",0,1
"dig",0,1
"digging",0,2
"dine--ctesippus",0,1
"dined",0,1
"dining",0,2
"dining,",0,1
"dinner,",0,9
"dinner--for",0,1
"dinner.",0,6
"dinner;",0,1
"dinner?",0,1
"dinners",0,2
"dinners,",0,2
"diocles",0,3
"diplomacy",0,1
"dipping",0,1
"directed,",0,1
"direction",0,4
"direction.",0,1
"directions,",0,1
"directly,",0,4
"directly;",0,1
"dirge",0,1
"dirty",0,4
"dirty.",0,2
"disappear",0,1
"disappears",0,1
"disaster",0,2
"disaster.",0,1
"disc",0,3
"disc,",0,1
"disc-throwing",0,1
"discernment,",0,1
"discomfits",0,1
"discouragement?",0,1
"discourse",0,1
"discovered.",0,1
"discreditable",0,1
"discreet",0,1
"discretion,",0,1
"discs",0,1
"discs,",0,1
"discuss",0,1
"discusses",0,1
"disgraceful",0,4
"disgracefully",0,1
"disguise",0,2
"disguising",0,1
"disgust",0,1
"dish",0,1
"dishonouring",0,4
"dislike",0,2
"disloyal",0,1
"dismayed",0,1
"dismayed,",0,1
"dismayed.",0,2
"disobey",0,1
"disobeyed",0,2
"disorder,",0,1
"disparaging",0,1
"dispensation",0,1
"displayed",0,1
"displease",0,1
"displeasure,""",0,1
"disport",0,1
"disposed.",0,1
"disposition.",0,3
"disposition;",0,1
"disputes.",0,1
"disreputable",0,1
"disrespectful",0,1
"disrespectfully,",0,1
"dissipated",0,1
"distaff",0,1
"distaff,",0,4
"distasteful?",0,1
"distinction.",0,1
"distress.'",0,1
"distress;",0,1
"distressed,""",0,1
"distresses",0,1
"distressing",0,2
"disturbance",0,2
"dived",0,4
"diverted",0,2
"divined",0,1
"diving,",0,1
"dmetor",0,1
"do--i",0,1
"do--to",0,1
"do.",0,14
"do.'",0,2
"do:",0,1
"do;",0,8
"does,",0,1
"does.",0,1
"does;",0,1
"dogfish",0,1
"dogs.",0,1
"doing,",0,2
"doing.",0,2
"doing.""",0,1
"doing;",0,1
"doing?",0,1
"doings,",0,1
"dolius",0,8
"dolius's",0,1
"dolius,",0,3
"dolius.",0,1
"dolius.""",0,1
"dolphins",0,1
"domed",0,4
"don't",0,1
"donald",0,1
"donatello's",0,1
"done,""",0,1
"done.'",0,1
"done;",0,4
"done?",0,1
"doomed",0,6
"door--for",0,1
"door.""",0,1
"door;",0,4
"doors,",0,1
"doors.",0,4
"doorway",0,4
"doorway,",0,4
"doorway.",0,1
"doorway:",0,1
"dorian",0,1
"dorians",0,1
"doric",0,1
"double,",0,1
"doubted.",0,2
"doubtful--cf.",0,1
"doughty",0,3
"dowered",0,1
"down:",0,1
"down;",0,3
"downstairs",0,1
"dowry",0,1
"dozen",0,8
"dragoman",0,1
"dragon,",0,1
"drank,",0,1
"drank.",0,2
"dreadfully",0,1
"dream.",0,2
"dream;",0,1
"dreamland,",0,1
"dreams.""",0,2
"drenching",0,1
"drepanum",0,1
"dress,",0,5
"dress;",0,1
"dressed,",0,2
"dresser",0,1
"dresses",0,1
"drift",0,2
"drifted",0,4
"drink-offering",0,8
"drink-offering,",0,3
"drink-offering.",0,2
"drink-offerings",0,10
"drink-offerings,",0,1
"drink.",0,2
"drink.""",0,1
"drink;",0,4
"drink?",0,1
"drinking",0,9
"drinking,",0,1
"drinking.",0,2
"dropped",0,8
"dropped,",0,1
"dropped.",0,1
"drowned",0,2
"drowned,",0,1
"drowned.",0,1
"drowning.",0,1
"drowsiness.",0,1
"drubbing.",0,1
"drug",0,3
"drug,",0,2
"drugged",0,5
"drugs",0,1
"drunk.",0,3
"drunkard.",0,1
"drunken",0,1
"drunkenness.",0,2
"dry-rotted",0,1
"dry;",0,1
"drying",0,2
"dubious,",0,1
"dubious.",0,1
"ducts",0,2
"due;",0,1
"dues.",0,1
"dug",0,4
"dulichium,",0,8
"dulichium;",0,1
"duly",0,1
"duly,",0,1
"dun",0,1
"dung,",0,1
"dymas's",0,1
"each;",0,1
"eagerness.",0,1
"eagle-beaked,",0,1
"eagle.",0,1
"earlier,",0,1
"earlier.""",0,1
"early,",0,1
"early.",0,1
"earn",0,2
"earnest.",0,1
"earnestly",0,1
"earrings",0,1
"ears;",0,2
"earshot",0,1
"earshot,",0,1
"earth-encircling",0,2
"earthquake,",0,1
"earthquake.",0,1
"easily,",0,2
"east,",0,2
"east.",0,2
"east.""",0,1
"easy-going",0,1
"eat",0,52
"eat,",0,4
"eat--and",0,1
"eat.",0,1
"eat.""",0,1
"eat;",0,1
"eaten",0,12
"eaten,",0,3
"eaten.",0,1
"eaten;",0,1
"eating",0,30
"eating;",0,1
"ebb",0,2
"echeneus",0,2
"echeneus,",0,1
"echephron",0,1
"echephron,",0,1
"echetus,",0,3
"eclipse",0,1
"edgeways",0,2
"edit",0,1
"edition",0,6
"editor",0,1
"editor,",0,1
"editors.",0,1
"effect.",0,2
"egypt,",0,7
"egypt;",0,2
"egyptian,",0,1
"egyptians",0,2
"egyptians,",0,3
"egyptians;",0,1
"elatreus,",0,1
"elatreus.",0,1
"elatus,",0,1
"elbow,",0,1
"elbow.",0,1
"elis,",0,1
"elis:",0,1
"elpenor,",0,2
"elpenor.",0,1
"else;",0,2
"elsewhere",0,8
"elsewhere,",0,2
"elsewhere,""",0,1
"elsewhere.",0,1
"elsewhere;",0,1
"elsewhere?",0,1
"elsewhither",0,1
"elsewhither;",0,1
"elysian",0,1
"elysium",0,1
"embarking;",0,1
"embellishments)",0,1
"embers;",0,1
"embers]",0,1
"embolden",0,1
"embroidered.",0,1
"embroidery;",0,1
"emendation",0,1
"emendation,",0,1
"emendation.",0,1
"emphasise",0,1
"emptied",0,1
"enamel.",0,1
"enamoured",0,2
"enchanted,",0,1
"enchanting",0,2
"enchantments",0,1
"enchantress",0,1
"encirclest",0,1
"enclosed",0,7
"encouragement",0,1
"encouraging",0,4
"encouragingly",0,1
"end.'",0,1
"endeavors",0,1
"ended.",0,1
"ending",0,3
"ending.",0,1
"endowed",0,10
"endurance",0,1
"endurance,",0,2
"endurance:",0,1
"endured,",0,1
"enemies",0,5
"enemies,",0,1
"enemies.",0,1
"enforce",0,1
"enipeus",0,1
"enjoying",0,3
"enjoying:",0,1
"enlisting",0,1
"enmity",0,1
"enough.",0,2
"enquiring",0,1
"enriched",0,1
"enriches",0,1
"enshrouded",0,1
"enter.",0,1
"entered,",0,2
"entered],",0,1
"enthralled",0,2
"entitled",0,1
"entrails,",0,1
"entrance,",0,1
"entrance.",0,1
"entranced,",0,1
"entrances,",0,1
"entry,",0,1
"enumerated",0,1
"enveloped",0,2
"epeans",0,3
"eperitus;",0,1
"ephialtes,",0,1
"ephyra",0,1
"ephyra,",0,1
"epic,""",0,1
"epicaste",0,2
"epitomised",0,1
"equals",0,1
"equipped",0,1
"equitable",0,3
"equitably",0,3
"equitably.",0,1
"equitably;",0,1
"erebus",0,1
"erebus--brides,",0,1
"erebus;",0,2
"erechtheus;",0,1
"erembians,",0,1
"eretmeus,",0,1
"erinyes",0,1
"erinyes.",0,1
"erinys",0,1
"eriphyle,",0,1
"errand",0,1
"errand.",0,2
"errands",0,1
"errands.",0,1
"erymanthus",0,1
"eryx",0,5
"eryx,",0,1
"eryx.",0,1
"escape.",0,2
"escape.""",0,2
"escaped,",0,1
"esconced",0,1
"escort",0,10
"escort,",0,4
"escort.",0,3
"escorted",0,2
"escorting",0,1
"escorts",0,2
"escorts.",0,1
"especially;",0,1
"espied",0,1
"establish",0,1
"estate",0,12
"estate,",0,7
"estate.",0,4
"estate;",0,1
"estate?",0,1
"estate?""",0,1
"estates,",0,1
"etc.",0,9
"etc.""",0,1
"etc.)",0,1
"etc.,",0,2
"etc.,""",0,1
"eteocretans,",0,1
"eteoneus",0,4
"eternity?",0,1
"ethiopia,",0,1
"ethiopians",0,1
"etna.",0,1
"euanthes,",0,1
"euboea,",0,1
"euboea.",0,1
"eufemia.",0,1
"eumaeus",0,40
"eumaeus's",0,3
"eumaeus,",0,25
"eumaeus,""",0,2
"eumaeus.",0,2
"eumaeus:",0,1
"eumaeus;",0,1
"eumaeus?",0,1
"eupeithes",0,3
"eupeithes'",0,1
"eupeithes,",0,2
"eupeithes;",0,1
"euryades,",0,1
"euryalus,",0,1
"eurybates'",0,1
"eurybates,",0,1
"euryclea",0,23
"euryclea's",0,2
"euryclea)",0,1
"euryclea,",0,14
"euryclea.",0,2
"euryclea;",0,1
"eurydamas's",0,1
"eurydamas,",0,1
"eurydice",0,1
"eurylochus",0,8
"eurylochus,",0,4
"eurylochus;",0,1
"eurymachus",0,11
"eurymachus,",0,11
"eurymachus,""",0,1
"eurymachus.",0,1
"eurymedusa",0,2
"eurymedusa's",0,1
"eurymus,",0,1
"eurynome,""",0,1
"eurynome.",0,1
"eurynomus,",0,2
"eurytion",0,1
"eurytus.",0,1
"evening,",0,2
"evening.",0,1
"evening;",0,1
"evenings",0,1
"evenly",0,1
"evenor",0,1
"evenor,",0,1
"eventually",0,1
"ever-living",0,1
"ever.",0,3
"ever?""",0,1
"everlasting,",0,1
"evermore",0,1
"everybody",0,2
"everybody,",0,3
"everybody.",0,1
"everyone",0,2
"everything,""",0,1
"everything--a",0,1
"everything.'",0,1
"evidently,",0,1
"evil.",0,3
"evince",0,1
"ewe,",0,2
"ewer,",0,3
"ewes",0,7
"ewes,",0,1
"exaggeration",0,1
"examples.",0,1
"excavations",0,1
"excellency",0,1
"excellently,",0,1
"excellently;",0,1
"excepted;",0,1
"exceptionally",0,3
"exclaimed",0,4
"exclaimed,",0,12
"excuses",0,1
"excuses,",0,1
"exercises;",0,1
"exhaustion;",0,1
"exhorted",0,1
"exigencies",0,1
"exile,",0,1
"exile.",0,1
"exist,",0,1
"exist.",0,1
"expect,",0,1
"expect.",0,4
"expectation,",0,1
"expectations.",0,1
"explanatory",0,1
"exploit",0,3
"exploited",0,1
"expounded",0,1
"expressly",0,2
"exquisitely",0,2
"exterminate",0,1
"extra",0,1
"extraordinarily",0,1
"extravagance",0,1
"extreme",0,3
"extreme,",0,1
"eyeball",0,1
"eyebrows,",0,2
"eyebrows;",0,1
"eyelids,",0,1
"eyelids.",0,2
"eyes,""",0,1
"eyes--and",0,1
"eyes.'",0,1
"eyesight.",0,1
"fabric,",0,1
"facing",0,6
"failed,",0,1
"faint-hearted.",0,1
"fallen.",0,1
"fallen?",0,1
"falsehoods,",0,1
"familiarity",0,2
"famille.",0,1
"family",0,9
"family,",0,5
"family--for",0,1
"family.""",0,1
"family;",0,1
"family?",0,1
"famine.",0,1
"famished,",0,1
"fancies",0,1
"fanciful.",0,1
"fare",0,4
"fare.",0,1
"fared",0,2
"farewell",0,1
"farewell.",0,1
"faring",0,2
"farm",0,7
"farms",0,1
"farms,",0,1
"farms.",0,1
"fashion",0,2
"fashion.",0,2
"fashioned",0,2
"fast.""",0,1
"fasten",0,2
"fastening",0,2
"faster.",0,2
"fat.",0,1
"fat;",0,1
"father's.""",0,1
"father),",0,1
"father,""",0,2
"father--for",0,1
"father-in-law--which",0,1
"father.",0,17
"father.""",0,7
"fathers;",0,1
"fathom",0,2
"fathoms",0,1
"fatten",0,1
"fattening",0,1
"fatuous,",0,1
"favognana",0,1
"favognana,",0,2
"favognana.",0,1
"favour;",0,1
"favourable.",0,1
"favourably",0,1
"fawned",0,2
"fawning",0,1
"feared",0,8
"fearfully",0,2
"fearing",0,3
"feasting,",0,1
"feasting.""",0,1
"feasting;",0,1
"feat",0,2
"feathers,",0,1
"february",0,1
"feckless",0,2
"feed]",0,1
"feeding,",0,1
"feeding.",0,1
"feet,{2}",0,1
"feet;",0,1
"feigned",0,1
"fellow",0,18
"fellow,",0,13
"fellow,""",0,1
"fellow--show",0,1
"fellow--so",0,1
"fellow-citizens.",0,1
"fellow-student",0,1
"fellow;",0,1
"fellows,",0,1
"fellows,'",0,1
"fellows;",0,1
"feminine,",0,1
"fence",0,2
"fence,",0,1
"festing",0,1
"festival.""",0,1
"festival;",0,1
"festivities",0,2
"festivities,",0,1
"festivities.",0,1
"festooned",0,1
"fetch.",0,1
"fetched",0,6
"fetched.",0,1
"few.""",0,1
"fibre",0,1
"fiction--it",0,1
"fierceness",0,1
"fifty-two",0,2
"fig",0,5
"fig,",0,1
"fighting,",0,2
"filled,",0,1
"filled;",0,1
"filling,",0,1
"filth",0,1
"filthy",0,1
"filthy,",0,1
"fine-looking",0,1
"finer",0,4
"fingers,",0,1
"fingers.",0,1
"finished,",0,1
"finishing",0,1
"fire,""",0,1
"fire-eater,",0,1
"fire-seed",0,1
"firebrand.""",0,1
"firelight.",0,1
"fireside",0,1
"firewood",0,4
"firewood,",0,2
"firewood.",0,1
"first.",0,5
"first?",0,1
"fish-fag.",0,1
"fish-like",0,1
"fisherman,",0,1
"fishermen",0,2
"fishing",0,3
"fishy",0,1
"fists.",0,1
"fits.",0,1
"five-pronged",0,1
"five.",0,1
"flagging,",0,1
"flashed",0,1
"flattery.",0,1
"flavour.",0,1
"flaws",0,2
"flay",0,2
"flayed",0,3
"flaying",0,1
"fleas.",0,1
"fledged",0,1
"fleece",0,4
"fleece:",0,1
"flings",0,1
"flitted",0,2
"flock.",0,1
"flocked",0,2
"flocks.",0,3
"flocks;",0,1
"flooring",0,1
"flowed.",0,1
"flower.",0,1
"flowers;",0,1
"fluctuating",0,1
"foggy",0,2
"folding",0,2
"folding,",0,1
"folk,",0,2
"folk;",0,1
"follows.",0,1
"follows:",0,2
"folly.",0,6
"fond.",0,1
"fontana",0,1
"fool's",0,2
"fool,",0,2
"fool,""",0,1
"fool.",0,1
"fooled",0,4
"fooling",0,1
"foolishly",0,2
"fools,",0,1
"foothold",0,1
"footsteps;",0,1
"footstool.",0,1
"footstool.""",0,1
"for.",0,4
"for.""",0,1
"for?",0,3
"forbid;",0,1
"force.'",0,1
"force?'",0,1
"fore",0,2
"foreboded",0,1
"forebodings.",0,1
"forecourt",0,1
"forecourt,",0,1
"forehead.",0,1
"foreigner",0,2
"foreigners",0,2
"foreland",0,1
"foreland.",0,1
"forenoon",0,1
"foresaw",0,1
"forest.",0,1
"forestays",0,1
"forestays,",0,1
"forestays;",0,1
"forests;",0,1
"foresworn",0,1
"foretells",0,1
"foretold",0,2
"forewarn",0,2
"forgave",0,1
"forgetfulness",0,1
"forgo",0,2
"formerly",0,1
"formiche,",0,1
"fortress",0,2
"fortress,",0,1
"fortunate",0,3
"fortunately,",0,1
"fortune-telling",0,1
"forward.",0,3
"foul,",0,1
"found.""",0,1
"fountain,",0,2
"four,",0,1
"four-wheeled",0,1
"frag.",0,1
"fraud;",0,1
"fray.""",0,1
"free?",0,1
"freebooters",0,1
"freemen",0,1
"freighted",0,2
"freighting",0,1
"freights",0,1
"fresh-risen",0,1
"fret",0,1
"fretting",0,1
"friend,""",0,9
"friends)",0,1
"friends,""",0,3
"friends,'",0,4
"friends--for",0,1
"friendship;",0,1
"frightened",0,8
"frightened,",0,1
"frightful",0,1
"frisking",0,1
"from--for",0,1
"from.""",0,2
"from;",0,1
"from?",0,4
"frost,",0,1
"frosty",0,1
"froude",0,1
"frowned",0,1
"fruit,",0,2
"fruitless,",0,2
"fruitlessly",0,1
"fuddle",0,1
"fuel,",0,1
"fulfilled;",0,1
"fulfilled?",0,1
"full-grown",0,1
"full.",0,4
"full.""",0,1
"fuller",0,1
"fuller-handed",0,1
"funeral.'",0,1
"funny",0,1
"furiously",0,2
"furiously,",0,1
"furled",0,2
"furnished",0,1
"furrow.",0,1
"furs",0,1
"further;",0,2
"furtherance",0,1
"furthered",0,1
"furthermore",0,8
"furthermore,",0,2
"furthest",0,2
"future,",0,1
"future;",0,2
"gadfly",0,1
"gaia",0,1
"gaia,",0,1
"gainsay",0,2
"garden.",0,2
"gardener--what",0,1
"gardener.",0,1
"garment,",0,1
"gash",0,1
"gate-house.",0,1
"gatehouse",0,3
"gatehouse,",0,5
"gatehouse.",0,2
"gateway",0,5
"gateway,",0,1
"gateway;",0,1
"gathered;",0,1
"gatherings",0,1
"gear",0,5
"gear,",0,1
"geese",0,4
"geese.",0,1
"generally.",0,1
"generally?",0,1
"generations,",0,1
"generations;",0,1
"genesis",0,1
"genuine;",0,1
"geography",0,1
"geraestus,",0,1
"gerene,",0,1
"get",0,147
"get,",0,1
"gets",0,5
"gewgaws",0,1
"ghost.",0,1
"ghosts,",0,2
"ghosts;",0,1
"giannitrapani",0,1
"giantess",0,1
"giants,",0,1
"gibbering",0,1
"gibe",0,2
"gibes",0,2
"gibing",0,3
"gifts.",0,1
"giggling",0,1
"gilding",0,2
"gilding,",0,1
"girded",0,8
"girdles,",0,1
"girl's",0,1
"girl.",0,1
"girls,",0,1
"girls.",0,1
"giver",0,2
"giver,",0,1
"givers",0,1
"glad,",0,3
"gladly,'",0,1
"gladly--alcinous",0,1
"gladly.",0,2
"gleamed",0,1
"glistened",0,2
"glittered",0,1
"glorified",0,2
"glutton",0,1
"glutton,",0,1
"gnawing",0,1
"go,""",0,2
"go.",0,2
"go.""",0,3
"go?",0,2
"goatherd",0,4
"goatherd,",0,1
"goats'",0,1
"goats.",0,4
"goats;",0,1
"goatskin",0,1
"goatskins",0,1
"gobbets",0,1
"gobbled",0,1
"goblet--which",0,1
"goblet;",0,1
"god--and",0,1
"god--could",0,1
"god-fearing",0,1
"goddess's",0,1
"goddess,""",0,1
"goddess.",0,3
"goddess.'",0,1
"gods,""",0,3
"gods--gathered",0,1
"gods.""",0,3
"going,",0,3
"going.",0,1
"goings",0,2
"gold--of",0,1
"gold-enthroned",0,1
"goldsmith",0,2
"gone,""",0,1
"gone;",0,1
"good,'",0,1
"good-humouredly",0,1
"goodly,",0,2
"goodness",0,2
"goods",0,5
"goods,",0,2
"goose",0,1
"goose,""",0,1
"gorging,",0,1
"gorgon.",0,1
"gortyn,",0,1
"gossamer",0,2
"gossip",0,1
"gossiping",0,1
"gossips,",0,1
"got,",0,1
"gr:",0,1
"graceful,",0,1
"gracefully",0,1
"graces;",0,1
"grafted.",0,1
"grande",0,1
"grandfather",0,1
"grandmother",0,1
"grandson;",0,1
"grapes",0,7
"grapes,",0,1
"grasped",0,4
"grass.",0,1
"grass;",0,1
"grassed",0,1
"grazing.",0,1
"grease",0,1
"greek-speaking",0,2
"greeted",0,1
"greeting",0,1
"grew--alder,",0,1
"grey-eyed",0,2
"gridiron,",0,1
"grieved.",0,1
"griffith",0,1
"grill",0,1
"grill--the",0,1
"grilled;",0,1
"grimthorpe",0,2
"grimthorpe,",0,1
"grind",0,1
"grip",0,1
"gripped",0,2
"groaned",0,1
"groaned,",0,1
"groove",0,1
"groping",0,1
"grossly",0,1
"ground--parched",0,1
"ground-plan",0,1
"group,",0,1
"growl",0,1
"growled",0,1
"growls",0,1
"grown.",0,2
"growth.",0,1
"grudged",0,1
"gruesome",0,1
"grunted",0,1
"guardian,",0,1
"guest--my",0,1
"guest.",0,1
"guests--how",0,1
"guests;",0,1
"guests?",0,1
"guide,'",0,1
"guided,",0,1
"guild.",0,1
"guilds",0,2
"guile,",0,3
"guiltless,",0,2
"guiltless.""",0,1
"gull",0,1
"gunwale",0,1
"gushed",0,1
"gusts,",0,1
"gut",0,2
"gutenberg-tm",0,54
"gutenberg-tm's",0,1
"gutenberg-tm,",0,1
"gutenberg-tm.",0,1
"gyrae",0,1
"gyrae;",0,1
"habit",0,2
"habitation,",0,1
"hack",0,1
"had.",0,3
"had;",0,1
"hades",0,11
"hades,",0,11
"hades--ulysses",0,1
"hades;",0,2
"hades?""",0,2
"hailed",0,1
"half--embarked",0,1
"halios,",0,1
"halitherses",0,1
"halitherses,",0,4
"halius",0,1
"halloa-ballooing,",0,1
"halls,",0,1
"halt",0,1
"halves,",0,1
"hammer,",0,1
"hampton",0,1
"hand--'wife,'",0,1
"hand--a",0,1
"hand--an",0,2
"hand--not",0,2
"handed,",0,2
"handed;",0,1
"handing",0,2
"handiwork,",0,1
"handle-holes",0,1
"handled",0,1
"handmaids.",0,2
"handsome",0,6
"handsome,",0,1
"handsomest",0,2
"handy",0,1
"hang,",0,1
"hanged",0,2
"hanged.",0,2
"hanged:",0,1
"hanging?",0,1
"hankering",0,1
"haply",0,2
"happen.",0,2
"happened,",0,5
"happened.",0,1
"happened;",0,1
"happening.",0,2
"happens",0,4
"happily",0,2
"happiness,",0,1
"happiness.",0,2
"harassing",0,1
"harbour,",0,5
"harbour.",0,2
"harbours",0,2
"harbours,",0,2
"harder",0,3
"harder.",0,1
"hardest",0,2
"hardly,",0,2
"hardness,",0,1
"hardship",0,8
"hardship,",0,1
"hardship.",0,1
"hardship.""",0,1
"hares,",0,1
"harm,",0,3
"harm.",0,1
"harm;",0,2
"harnessed",0,1
"harshly",0,1
"has.",0,2
"has;",0,2
"hash.""",0,1
"haste,""",0,1
"hastened",0,1
"hatched",0,4
"hatchet",0,1
"hatching",0,3
"haunt",0,1
"haunted",0,2
"have.",0,2
"have.""",0,1
"have;",0,1
"haven",0,2
"haven,",0,2
"having,""",0,1
"hawk",0,1
"hawk,",0,1
"hawks,",0,1
"hawser",0,1
"hawsers",0,1
"hawsers,",0,2
"hawsers.",0,2
"hawsers;",0,3
"he-goats,",0,1
"head,""",0,1
"head--for",0,1
"head--pears,",0,1
"head?",0,2
"headed",0,4
"heading",0,1
"headland",0,4
"headlands",0,2
"headlands,",0,1
"headlands.",0,1
"headlines",0,1
"headlines,",0,1
"heads.""",0,1
"healer",0,2
"health",0,1
"heap.",0,1
"heap:",0,1
"heaped",0,5
"heart's",0,7
"heart,""",0,1
"heart,'",0,1
"heart--do",0,1
"heart--the",0,1
"hearted",0,2
"hearth",0,6
"hearth,",0,2
"hearth;",0,2
"heartily",0,3
"heartily,",0,1
"heartily.",0,1
"hearts,'",0,1
"hearts--wasting",0,1
"hearts;",0,1
"heat;",0,1
"heaven,""",0,1
"heaven--eumaeus",0,1
"heaven-fed",0,2
"heaven-sent",0,2
"heaven-taught",0,1
"heaven.'",0,1
"heavens!""",0,1
"heavens,",0,3
"heavens,""",0,2
"heavens.",0,4
"heavier.",0,1
"heavily",0,10
"heaviness,",0,1
"heaving.",0,2
"hecatombs.",0,1
"hecatombs?",0,1
"heed,",0,1
"heed.",0,3
"heed;",0,1
"heeded",0,3
"heeding",0,1
"heedless",0,1
"heifer's",0,4
"heifer.",0,1
"heinous",0,1
"helen;",0,1
"helios",0,1
"hell-hound--for",0,1
"hellas",0,5
"hellespont,",0,1
"helmsman",0,3
"help.",0,1
"helped",0,5
"hemmed",0,1
"hemming",0,1
"henceforward",0,1
"henceforward,",0,3
"henceforward.""",0,1
"henchmen,",0,1
"henry",0,1
"her,""",0,1
"her--much",0,1
"her.""",0,5
"her.'",0,1
"her:",0,1
"her?",0,1
"her?""",0,1
"heralded",0,1
"herb,",0,1
"herbs,",0,1
"herbs:",0,1
"hercules;",0,1
"herding",0,1
"herds.",0,3
"herdsmen;",0,1
"here,""",0,2
"here,'",0,1
"here?""",0,1
"hereabouts",0,2
"hereafter.",0,2
"hereafter.'",0,1
"hereafter;",0,1
"heretofore,",0,1
"heretofore.",0,1
"hermione",0,4
"hermione,",0,1
"herod",0,1
"hers,",0,1
"hers;",0,1
"herself)",0,1
"herself--for",0,1
"herself.",0,4
"hey-day",0,2
"hid,",0,1
"hidden.",0,1
"hide.",0,3
"hiding",0,2
"hiding,",0,1
"hied,",0,1
"high-handed",0,1
"high-handed,",0,1
"high-handedly",0,1
"highest;",0,1
"him,""",0,1
"him--as",0,1
"him--but",0,1
"him--his",0,1
"him--if",0,2
"him--one",0,2
"him--the",0,1
"him.""",0,20
"him.'",0,2
"him?",0,9
"him?""",0,1
"himself.""",0,2
"himself?",0,2
"himself?--for",0,1
"hindered",0,2
"hindering",0,3
"hippodamia",0,1
"hippotas,",0,1
"hired",0,1
"hissarlik",0,1
"hissed",0,1
"history')",0,1
"hit",0,19
"hit.""",0,1
"hit;",0,1
"hither,",0,3
"hither.",0,1
"hitherto.",0,2
"hitting",0,2
"hobbles",0,1
"hoeing",0,1
